Issue,Red1,Red2,Red3,Red4,Red5,Red6,Blue balls
0.8484,0.05,0.275,0.3,0.575,0.725,0.775,0.125
0.8488,0.025,0.15,0.35,0.55,0.625,0.65,0.3
0.8492,0.05,0.075,0.15,0.35,0.775,0.8,0.075
0.8496,0.15,0.275,0.35,0.575,0.65,0.75,0.05
0.85,0.075,0.15,0.4,0.575,0.65,0.75,0.35
0.8504,0.05,0.15,0.4,0.575,0.75,0.775,0.05
0.8508,0.025,0.075,0.15,0.475,0.525,0.725,0.175
0.8512,0.025,0.1,0.2,0.225,0.35,0.375,0.325
0.8516,0.025,0.05,0.1,0.375,0.425,0.55,0.35
0.852,0.125,0.175,0.45,0.475,0.55,0.6,0.4
0.8524,0.075,0.175,0.35,0.575,0.625,0.675,0.2
0.8528,0.025,0.3,0.4,0.5,0.55,0.6,0.2
0.8532,0.075,0.125,0.35,0.625,0.65,0.75,0.125
0.8536,0.35,0.45,0.525,0.625,0.7,0.725,0.25
0.854,0.075,0.2,0.35,0.5,0.6,0.65,0.3
0.8544,0.025,0.125,0.275,0.5,0.55,0.6,0.05
0.8548,0.025,0.125,0.15,0.4,0.625,0.75,0.225
0.8552,0.075,0.125,0.15,0.325,0.5,0.55,0.175
0.8556,0.075,0.15,0.325,0.35,0.475,0.7,0.15
0.856,0.175,0.225,0.45,0.55,0.575,0.725,0.15
0.8564,0.275,0.3,0.325,0.4,0.575,0.625,0.3
0.8568,0.025,0.175,0.25,0.4,0.55,0.825,0.225
0.8572,0.125,0.175,0.25,0.575,0.7,0.725,0.075
0.8576,0.25,0.45,0.475,0.725,0.8,0.825,0.225
0.858,0.175,0.2,0.225,0.375,0.55,0.675,0.3
0.8584,0.2,0.275,0.325,0.475,0.7,0.775,0.15
0.8588,0.225,0.25,0.3,0.475,0.55,0.725,0.4
0.8592,0.05,0.15,0.275,0.3,0.475,0.725,0.15
0.8596,0.125,0.25,0.45,0.475,0.75,0.775,0.075
0.86,0.1,0.475,0.55,0.675,0.75,0.825,0.025
0.8604,0.05,0.125,0.15,0.4,0.7,0.725,0.1
0.8608,0.1,0.175,0.2,0.45,0.575,0.6,0.05
0.8612,0.025,0.1,0.275,0.7,0.775,0.8,0.4
0.8616,0.1,0.2,0.25,0.35,0.45,0.5,0.275
0.862,0.025,0.525,0.575,0.625,0.775,0.825,0.025
0.8624,0.025,0.35,0.375,0.5,0.575,0.75,0.35
0.8628,0.075,0.15,0.175,0.3,0.625,0.65,0.175
0.8632,0.3,0.375,0.5,0.625,0.675,0.775,0.05
0.8636,0.2,0.225,0.375,0.425,0.75,0.8,0.15
0.864,0.175,0.3,0.35,0.375,0.425,0.5,0.025
0.8644,0.2,0.35,0.4,0.45,0.525,0.575,0.4
0.8648,0.025,0.075,0.3,0.375,0.475,0.575,0.35
0.8652,0.125,0.25,0.425,0.475,0.725,0.8,0.3
0.8656,0.075,0.25,0.35,0.4,0.55,0.575,0.275
0.866,0.1,0.15,0.4,0.675,0.725,0.825,0.125
0.8664,0.15,0.3,0.325,0.375,0.45,0.65,0.325
0.8668,0.1,0.25,0.275,0.625,0.75,0.775,0.025
0.8672,0.05,0.35,0.5,0.55,0.75,0.8,0.05
0.8676,0.025,0.05,0.2,0.275,0.35,0.525,0.225
0.868,0.2,0.225,0.375,0.55,0.75,0.825,0.4
0.8684,0.225,0.4,0.525,0.625,0.65,0.775,0.35
0.8688,0.2,0.25,0.375,0.475,0.575,0.7,0.4
0.8692,0.275,0.45,0.475,0.55,0.6,0.8,0.175
0.8696,0.275,0.5,0.525,0.55,0.6,0.675,0.375
0.87,0.1,0.125,0.15,0.275,0.525,0.775,0.25
0.8704,0.05,0.15,0.275,0.65,0.7,0.725,0.075
0.8708,0.025,0.35,0.575,0.625,0.725,0.75,0.075
0.8712,0.025,0.4,0.425,0.525,0.675,0.75,0.4
0.8716,0.35,0.375,0.525,0.6,0.675,0.8,0.3
0.872,0.05,0.15,0.325,0.55,0.725,0.775,0.2
0.8724,0.125,0.15,0.225,0.35,0.525,0.825,0.05
0.8728,0.125,0.325,0.35,0.575,0.625,0.775,0.05
0.8732,0.025,0.175,0.25,0.275,0.65,0.675,0.275
0.8736,0.05,0.075,0.125,0.225,0.325,0.7,0.275
0.874,0.15,0.375,0.425,0.45,0.575,0.75,0.275
0.8744,0.1,0.125,0.275,0.35,0.7,0.8,0.1
0.8748,0.025,0.15,0.175,0.35,0.45,0.65,0.4
0.8752,0.075,0.175,0.25,0.45,0.525,0.6,0.3
0.8756,0.125,0.25,0.5,0.575,0.65,0.775,0.075
0.876,0.025,0.425,0.6,0.7,0.8,0.825,0.05
0.8764,0.05,0.35,0.5,0.6,0.7,0.8,0.4
0.8768,0.525,0.55,0.625,0.7,0.725,0.75,0.2
0.8772,0.025,0.15,0.175,0.275,0.325,0.375,0.125
0.8776,0.2,0.325,0.35,0.45,0.575,0.825,0.15
0.878,0.1,0.15,0.225,0.35,0.5,0.725,0.35
0.8784,0.075,0.35,0.4,0.5,0.775,0.8,0.225
0.8788,0.05,0.15,0.3,0.425,0.625,0.7,0.3
0.8792,0.025,0.475,0.625,0.65,0.675,0.825,0.25
0.8796,0.075,0.175,0.5,0.525,0.625,0.775,0.35
0.88,0.1,0.175,0.275,0.35,0.725,0.8,0.3
0.8804,0.125,0.2,0.375,0.5,0.675,0.75,0.325
0.8808,0.15,0.35,0.475,0.5,0.525,0.575,0.2
0.8812,0.05,0.125,0.175,0.225,0.275,0.675,0.4
0.8816,0.15,0.25,0.575,0.625,0.65,0.725,0.125
0.882,0.175,0.275,0.3,0.325,0.45,0.475,0.4
0.8824,0.125,0.225,0.325,0.375,0.45,0.65,0.125
0.8828,0.025,0.2,0.275,0.65,0.7,0.775,0.1
0.8832,0.175,0.45,0.6,0.725,0.775,0.825,0.4
0.8836,0.025,0.35,0.4,0.425,0.5,0.775,0.1
0.884,0.35,0.45,0.475,0.65,0.75,0.775,0.275
0.8844,0.05,0.5,0.525,0.7,0.775,0.825,0.15
0.8848,0.05,0.175,0.2,0.225,0.425,0.725,0.275
0.8852,0.325,0.35,0.5,0.625,0.675,0.775,0.3
0.8856,0.125,0.225,0.25,0.3,0.425,0.475,0.325
0.886,0.125,0.25,0.425,0.575,0.65,0.8,0.175
0.8864,0.025,0.2,0.425,0.5,0.525,0.55,0.075
0.8868,0.075,0.25,0.525,0.575,0.675,0.825,0.275
0.8872,0.275,0.3,0.325,0.475,0.65,0.7,0.3
0.8876,0.15,0.2,0.325,0.375,0.55,0.825,0.15
0.888,0.225,0.3,0.5,0.6,0.7,0.775,0.175
0.8884,0.275,0.375,0.5,0.525,0.65,0.825,0.375
0.8888,0.025,0.275,0.3,0.45,0.625,0.675,0.4
0.8892,0.075,0.15,0.275,0.65,0.75,0.8,0.3
0.8896,0.05,0.3,0.325,0.45,0.625,0.675,0.175
0.89,0.075,0.275,0.3,0.4,0.525,0.575,0.225
0.8904,0.15,0.225,0.25,0.35,0.7,0.75,0.125
0.8908,0.075,0.1,0.15,0.275,0.575,0.7,0.35
0.8912,0.175,0.35,0.475,0.525,0.55,0.575,0.075
0.8916,0.3,0.375,0.4,0.525,0.65,0.725,0.4
0.892,0.275,0.475,0.55,0.65,0.775,0.8,0.05
0.8924,0.1,0.325,0.4,0.475,0.525,0.625,0.35
0.8928,0.1,0.175,0.3,0.35,0.65,0.8,0.1
0.8932,0.05,0.175,0.225,0.35,0.45,0.7,0.125
0.8936,0.075,0.2,0.275,0.35,0.45,0.575,0.4
0.894,0.025,0.05,0.225,0.35,0.55,0.625,0.125
0.8944,0.325,0.35,0.5,0.525,0.625,0.825,0.175
0.8948,0.05,0.4,0.45,0.475,0.675,0.75,0.35
0.8952,0.525,0.55,0.575,0.6,0.625,0.8,0.15
0.8956,0.1,0.475,0.5,0.55,0.7,0.825,0.15
0.896,0.025,0.125,0.275,0.55,0.575,0.65,0.375
0.8964,0.175,0.25,0.275,0.425,0.575,0.7,0.375
0.8968,0.2,0.425,0.6,0.65,0.7,0.825,0.1
0.8972,0.025,0.15,0.175,0.2,0.675,0.75,0.25
0.8976,0.375,0.575,0.6,0.625,0.7,0.725,0.225
0.898,0.2,0.3,0.45,0.475,0.575,0.8,0.075
0.8984,0.025,0.075,0.2,0.325,0.45,0.575,0.4
0.8988,0.175,0.2,0.5,0.575,0.6,0.8,0.325
0.8992,0.15,0.25,0.525,0.7,0.725,0.775,0.3
0.8996,0.025,0.1,0.15,0.2,0.525,0.6,0.175
0.9,0.125,0.225,0.3,0.425,0.675,0.75,0.15
0.9004,0.075,0.1,0.15,0.625,0.65,0.75,0.025
0.9008,0.25,0.325,0.35,0.45,0.5,0.775,0.075
0.9012,0.15,0.175,0.3,0.4,0.55,0.625,0.175
0.9016,0.025,0.3,0.5,0.625,0.75,0.775,0.05
0.902,0.025,0.075,0.1,0.275,0.475,0.575,0.05
0.9024,0.025,0.05,0.1,0.25,0.45,0.475,0.175
0.9028,0.125,0.175,0.5,0.575,0.675,0.775,0.1
0.9032,0.075,0.125,0.15,0.225,0.375,0.8,0.35
0.9036,0.025,0.1,0.25,0.275,0.35,0.675,0.15
0.904,0.1,0.15,0.45,0.55,0.625,0.825,0.4
0.9044,0.175,0.225,0.25,0.3,0.55,0.65,0.175
0.9048,0.025,0.075,0.15,0.5,0.525,0.65,0.025
0.9052,0.125,0.375,0.425,0.475,0.5,0.75,0.325
0.9056,0.175,0.3,0.325,0.4,0.65,0.775,0.175
0.906,0.1,0.15,0.2,0.325,0.55,0.8,0.275
0.9064,0.1,0.2,0.325,0.625,0.75,0.775,0.25
0.9068,0.225,0.25,0.275,0.3,0.45,0.575,0.175
0.9072,0.05,0.45,0.475,0.6,0.625,0.825,0.275
0.9076,0.125,0.15,0.25,0.4,0.5,0.625,0.3
0.908,0.05,0.125,0.25,0.275,0.425,0.525,0.125
0.9084,0.025,0.1,0.15,0.35,0.7,0.825,0.025
0.9088,0.225,0.4,0.425,0.475,0.55,0.65,0.25
0.9092,0.025,0.1,0.225,0.3,0.375,0.45,0.125
0.9096,0.2,0.25,0.425,0.5,0.675,0.75,0.025
0.91,0.15,0.325,0.425,0.475,0.575,0.775,0.3
0.9104,0.1,0.225,0.375,0.4,0.475,0.675,0.25
0.9108,0.05,0.125,0.15,0.325,0.4,0.475,0.075
0.9112,0.275,0.4,0.475,0.55,0.625,0.75,0.2
0.9116,0.05,0.225,0.35,0.375,0.4,0.575,0.25
0.912,0.225,0.275,0.35,0.5,0.675,0.75,0.225
0.9124,0.175,0.225,0.3,0.325,0.55,0.6,0.275
0.9128,0.075,0.175,0.2,0.375,0.725,0.75,0.325
0.9132,0.05,0.125,0.225,0.375,0.5,0.6,0.25
0.9136,0.075,0.25,0.35,0.425,0.45,0.75,0.3
0.914,0.35,0.375,0.425,0.55,0.6,0.725,0.325
0.9144,0.1,0.175,0.325,0.5,0.725,0.825,0.075
0.9148,0.025,0.05,0.3,0.4,0.5,0.65,0.075
0.9152,0.15,0.3,0.35,0.5,0.55,0.6,0.225
0.9156,0.1,0.225,0.45,0.525,0.8,0.825,0.075
0.916,0.125,0.15,0.2,0.3,0.55,0.6,0.075
0.9164,0.1,0.25,0.625,0.65,0.75,0.825,0.15
0.9168,0.05,0.175,0.425,0.525,0.575,0.65,0.4
0.9172,0.025,0.125,0.25,0.4,0.45,0.775,0.075
0.9176,0.075,0.125,0.3,0.725,0.75,0.8,0.35
0.918,0.15,0.225,0.3,0.35,0.45,0.675,0.35
0.9184,0.025,0.05,0.1,0.25,0.35,0.575,0.175
0.9188,0.15,0.275,0.325,0.425,0.625,0.8,0.175
0.9192,0.15,0.25,0.4,0.475,0.6,0.825,0.4
0.9196,0.1,0.45,0.5,0.525,0.725,0.825,0.175
0.92,0.1,0.175,0.4,0.5,0.6,0.75,0.125
0.9204,0.25,0.275,0.3,0.525,0.65,0.825,0.225
0.9208,0.025,0.125,0.225,0.5,0.7,0.8,0.3
0.9212,0.025,0.05,0.425,0.5,0.625,0.7,0.325
0.9216,0.15,0.25,0.275,0.5,0.725,0.8,0.325
0.922,0.075,0.175,0.2,0.35,0.625,0.8,0.15
0.9224,0.05,0.275,0.35,0.375,0.725,0.825,0.05
0.9228,0.025,0.075,0.35,0.65,0.725,0.825,0.225
0.9232,0.05,0.15,0.275,0.475,0.525,0.7,0.125
0.9236,0.05,0.225,0.375,0.55,0.575,0.6,0.4
0.924,0.05,0.075,0.15,0.475,0.625,0.725,0.025
0.9244,0.1,0.125,0.325,0.45,0.475,0.625,0.025
0.9248,0.1,0.45,0.475,0.6,0.625,0.65,0.25
0.9252,0.025,0.05,0.125,0.3,0.5,0.55,0.025
0.9256,0.125,0.325,0.45,0.525,0.65,0.75,0.05
0.926,0.25,0.275,0.45,0.575,0.775,0.825,0.375
0.9264,0.275,0.325,0.4,0.525,0.55,0.575,0.05
0.9268,0.025,0.175,0.35,0.6,0.625,0.7,0.2
0.9272,0.125,0.2,0.45,0.625,0.65,0.775,0.1
0.9276,0.025,0.15,0.225,0.4,0.625,0.65,0.225
0.928,0.025,0.175,0.375,0.4,0.5,0.675,0.35
0.9284,0.025,0.325,0.475,0.6,0.65,0.725,0.275
0.9288,0.125,0.35,0.425,0.55,0.575,0.7,0.375
0.9292,0.2,0.275,0.375,0.425,0.575,0.625,0.125
0.9296,0.2,0.3,0.525,0.55,0.675,0.775,0.225
0.93,0.075,0.325,0.35,0.4,0.625,0.675,0.3
0.9304,0.075,0.1,0.45,0.65,0.675,0.825,0.025
0.9308,0.15,0.2,0.35,0.475,0.575,0.625,0.275
0.9312,0.125,0.175,0.5,0.55,0.75,0.8,0.25
0.9316,0.325,0.525,0.6,0.675,0.775,0.8,0.025
0.932,0.225,0.325,0.35,0.475,0.55,0.625,0.05
0.9324,0.075,0.25,0.275,0.35,0.375,0.8,0.05
0.9328,0.025,0.15,0.2,0.225,0.35,0.55,0.125
0.9332,0.05,0.125,0.15,0.175,0.275,0.375,0.3
0.9336,0.15,0.175,0.2,0.475,0.55,0.575,0.05
0.934,0.05,0.1,0.15,0.4,0.45,0.475,0.4
0.9344,0.125,0.3,0.425,0.45,0.6,0.7,0.3
0.9348,0.525,0.55,0.6,0.775,0.8,0.825,0.025
0.9352,0.025,0.05,0.225,0.25,0.375,0.55,0.15
0.9356,0.05,0.1,0.275,0.3,0.45,0.8,0.325
0.936,0.075,0.4,0.45,0.775,0.8,0.825,0.3
0.9364,0.025,0.075,0.15,0.25,0.275,0.725,0.4
0.9368,0.25,0.3,0.375,0.625,0.65,0.675,0.35
0.9372,0.075,0.125,0.275,0.375,0.5,0.575,0.225
0.9376,0.025,0.25,0.625,0.675,0.75,0.8,0.225
0.938,0.275,0.45,0.5,0.575,0.775,0.8,0.375
0.9384,0.025,0.375,0.5,0.55,0.625,0.7,0.35
0.9388,0.275,0.35,0.4,0.45,0.6,0.825,0.1
0.9392,0.125,0.2,0.25,0.275,0.675,0.7,0.275
0.9396,0.1,0.15,0.375,0.7,0.8,0.825,0.35
0.94,0.2,0.325,0.425,0.45,0.5,0.675,0.325
0.9404,0.075,0.225,0.325,0.55,0.575,0.625,0.15
0.9408,0.05,0.25,0.275,0.425,0.45,0.725,0.4
0.9412,0.075,0.375,0.425,0.575,0.675,0.75,0.275
0.9416,0.075,0.15,0.45,0.475,0.525,0.775,0.025
0.942,0.025,0.175,0.2,0.25,0.3,0.6,0.025
0.9424,0.15,0.2,0.375,0.475,0.5,0.775,0.125
0.9428,0.125,0.375,0.475,0.625,0.65,0.725,0.375
0.9432,0.1,0.35,0.4,0.575,0.7,0.725,0.075
0.9436,0.025,0.175,0.425,0.575,0.625,0.775,0.275
0.944,0.15,0.25,0.325,0.375,0.8,0.825,0.375
0.9444,0.1,0.125,0.15,0.2,0.225,0.45,0.275
0.9448,0.325,0.425,0.5,0.525,0.55,0.675,0.025
0.9452,0.2,0.3,0.4,0.475,0.65,0.8,0.075
0.9456,0.525,0.55,0.65,0.7,0.775,0.8,0.175
0.946,0.025,0.125,0.25,0.475,0.65,0.7,0.3
0.9464,0.15,0.25,0.35,0.375,0.475,0.575,0.375
0.9468,0.05,0.15,0.225,0.325,0.7,0.8,0.3
0.9472,0.025,0.175,0.25,0.55,0.775,0.8,0.375
0.9476,0.05,0.1,0.125,0.2,0.275,0.75,0.05
0.948,0.25,0.325,0.475,0.525,0.6,0.75,0.175
0.9484,0.175,0.25,0.525,0.575,0.775,0.825,0.35
0.9488,0.125,0.175,0.35,0.4,0.45,0.525,0.025
0.9492,0.025,0.05,0.075,0.35,0.475,0.825,0.075
0.9496,0.275,0.375,0.4,0.5,0.6,0.775,0.1
0.95,0.125,0.175,0.225,0.275,0.475,0.625,0.125
0.9504,0.1,0.125,0.6,0.7,0.75,0.825,0.225
0.9508,0.1,0.275,0.45,0.475,0.65,0.8,0.1
0.9512,0.075,0.275,0.425,0.45,0.6,0.625,0.15
0.9516,0.05,0.3,0.325,0.575,0.675,0.7,0.3
0.952,0.05,0.125,0.175,0.2,0.5,0.675,0.1
0.9524,0.075,0.175,0.275,0.525,0.75,0.825,0.175
0.9528,0.025,0.25,0.35,0.375,0.45,0.775,0.325
0.9532,0.025,0.2,0.575,0.625,0.7,0.725,0.25
0.9536,0.375,0.4,0.525,0.675,0.75,0.825,0.1
0.954,0.075,0.325,0.375,0.475,0.5,0.675,0.35
0.9544,0.05,0.15,0.2,0.25,0.275,0.425,0.325
0.9548,0.1,0.475,0.55,0.65,0.725,0.75,0.275
0.9552,0.2,0.275,0.425,0.575,0.8,0.825,0.25
0.9556,0.1,0.125,0.175,0.25,0.3,0.55,0.4
0.956,0.075,0.325,0.375,0.45,0.525,0.825,0.4
0.9564,0.1,0.2,0.225,0.325,0.7,0.825,0.1
0.9568,0.225,0.375,0.475,0.525,0.575,0.725,0.375
0.9572,0.225,0.275,0.375,0.55,0.6,0.65,0.075
0.9576,0.025,0.125,0.175,0.225,0.25,0.5,0.4
0.958,0.05,0.25,0.325,0.4,0.575,0.8,0.2
0.9584,0.025,0.175,0.3,0.35,0.45,0.625,0.25
0.9588,0.225,0.3,0.525,0.675,0.725,0.75,0.125
